instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,windspeed_category,season_weather
249,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Dingin,Sedang,1_2
250,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Dingin,Rendah,1_3
251,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Dingin,Rendah,1_3
252,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Dingin,Rendah,1_3
253,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Dingin,Rendah,1_3
254,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Dingin,Rendah,1_3
255,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Dingin,Rendah,1_3
256,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Dingin,Rendah,1_2
257,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Dingin,Rendah,1_2
258,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Dingin,Rendah,1_1
259,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Dingin,Rendah,1_1
260,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Dingin,Rendah,1_1
261,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Dingin,Rendah,1_1
262,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Dingin,Rendah,1_1
263,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Dingin,Sedang,1_1
264,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Dingin,Sedang,1_1
265,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Dingin,Sedang,1_1
266,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Dingin,Tinggi,1_1
267,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Dingin,Sedang,1_1
268,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Dingin,Sedang,1_1
269,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Dingin,Sedang,1_1
270,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Dingin,Sedang,1_1
271,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Dingin,Sedang,1_1
272,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Dingin,Tinggi,1_1
273,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Dingin,Sedang,1_1
274,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Dingin,Sedang,1_1
275,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Dingin,Sedang,1_1
276,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Dingin,Sedang,1_1
277,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Dingin,Sedang,1_1
278,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Dingin,Sedang,1_1
279,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Dingin,Sedang,1_1
280,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Dingin,Sedang,1_1
281,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Dingin,Sedang,1_1
282,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Dingin,Sedang,1_1
283,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Dingin,Sedang,1_1
284,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Dingin,Rendah,1_1
285,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Dingin,Rendah,1_1
286,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Dingin,Rendah,1_1
287,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Dingin,Sedang,1_1
288,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Dingin,Sedang,1_2
289,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Dingin,Sedang,1_2
290,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Dingin,Sedang,1_1
291,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Dingin,Sedang,1_1
292,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Dingin,Sedang,1_1
293,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Dingin,Sedang,1_1
294,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Dingin,Sedang,1_1
295,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Dingin,Sedang,1_1
296,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Dingin,Sedang,1_1
297,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Dingin,Sedang,1_1
298,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Dingin,Sedang,1_1
299,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Dingin,Sedang,1_1
300,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Dingin,Sedang,1_1
301,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Dingin,Rendah,1_1
302,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Dingin,Rendah,1_1
303,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Dingin,Rendah,1_1
304,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Dingin,Rendah,1_1
305,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,Dingin,Rendah,1_1
306,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,Dingin,Rendah,1_1
307,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,Dingin,Rendah,1_1
308,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,Dingin,Rendah,1_1
309,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,Dingin,Rendah,1_1
310,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,Dingin,Rendah,1_1
311,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,Dingin,Rendah,1_1
312,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,Dingin,Sedang,1_1
313,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,Dingin,Sedang,1_1
314,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,Dingin,Sedang,1_1
315,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,Dingin,Sedang,1_1
316,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,Dingin,Rendah,1_1
317,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,Dingin,Rendah,1_1
318,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,Dingin,Rendah,1_1
319,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,Dingin,Rendah,1_1
320,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,Dingin,Rendah,1_1
321,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,Dingin,Rendah,1_1
322,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,Dingin,Rendah,1_1
323,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,Dingin,Rendah,1_2
324,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,Dingin,Rendah,1_2
325,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,Dingin,Rendah,1_1
326,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,Dingin,Rendah,1_2
327,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,Dingin,Rendah,1_2
328,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,Dingin,Rendah,1_2
329,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,Dingin,Rendah,1_2
330,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,Dingin,Rendah,1_1
331,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,Dingin,Rendah,1_1
332,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,Dingin,Rendah,1_1
333,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,Dingin,Rendah,1_1
334,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,Dingin,Rendah,1_1
335,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,Dingin,Rendah,1_1
336,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,Dingin,Sedang,1_1
337,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,Dingin,Sedang,1_1
338,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,Dingin,Sedang,1_1
339,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,Dingin,Sedang,1_1
340,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,Hangat,Rendah,1_2
341,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,Hangat,Rendah,1_2
342,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,Hangat,Sedang,1_2
343,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,Dingin,Sedang,1_2
344,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,Hangat,Sedang,1_2
345,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,Hangat,Sedang,1_2
346,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,Hangat,Sedang,1_2
347,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,Dingin,Rendah,1_2
348,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,Dingin,Sedang,1_1
349,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,Dingin,Rendah,1_1
350,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,Dingin,Rendah,1_1
351,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,Dingin,Rendah,1_1
352,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,Dingin,Rendah,1_1
353,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,Dingin,Rendah,1_1
354,1,0,1,5,0,0,0,2,0.26,0.2576,0.56,0.1642,1,1,2,Dingin,Rendah,1_2
355,1,0,1,6,0,0,0,2,0.26,0.2576,0.56,0.1642,0,1,1,Dingin,Rendah,1_2
356,1,0,1,7,0,0,0,2,0.24,0.2121,0.56,0.2985,0,3,3,Dingin,Sedang,1_2
357,1,0,1,8,0,0,0,1,0.22,0.2121,0.55,0.2836,0,18,18,Dingin,Sedang,1_1
358,1,0,1,9,0,0,0,1,0.22,0.2121,0.51,0.2537,3,29,32,Dingin,Sedang,1_1
359,1,0,1,10,0,0,0,1,0.22,0.2121,0.51,0.2836,8,71,79,Dingin,Sedang,1_1
360,1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,23,70,93,Dingin,Sedang,1_1
361,1,0,1,12,0,0,0,1,0.24,0.2121,0.41,0.2836,29,75,104,Dingin,Sedang,1_1
362,1,0,1,13,0,0,0,1,0.26,0.2273,0.35,0.2985,23,95,118,Dingin,Sedang,1_1
363,1,0,1,14,0,0,0,1,0.28,0.2727,0.36,0.2537,22,69,91,Dingin,Sedang,1_1
364,1,0,1,15,0,0,0,1,0.26,0.2424,0.38,0.2537,35,78,113,Dingin,Sedang,1_1
365,1,0,1,16,0,0,0,1,0.24,0.2273,0.38,0.2239,22,77,99,Dingin,Sedang,1_1
366,1,0,1,17,0,0,0,1,0.22,0.2121,0.37,0.2537,23,82,105,Dingin,Sedang,1_1
367,1,0,1,18,0,0,0,1,0.2,0.2121,0.4,0.1642,11,56,67,Dingin,Rendah,1_1
368,1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,14,47,61,Dingin,Rendah,1_1
369,1,0,1,20,0,0,0,1,0.18,0.197,0.47,0.1642,7,50,57,Dingin,Rendah,1_1
370,1,0,1,21,0,0,0,1,0.18,0.197,0.51,0.1642,6,22,28,Dingin,Rendah,1_1
371,1,0,1,22,0,0,0,2,0.2,0.2121,0.49,0.1343,2,19,21,Dingin,Rendah,1_2
372,1,0,1,23,0,0,0,2,0.2,0.2273,0.4,0.1045,0,18,18,Dingin,Rendah,1_2
373,1,0,1,0,1,1,0,2,0.2,0.197,0.47,0.2239,1,16,17,Dingin,Sedang,1_2
374,1,0,1,1,1,1,0,2,0.2,0.197,0.44,0.194,1,15,16,Dingin,Rendah,1_2
375,1,0,1,2,1,1,0,2,0.18,0.1667,0.43,0.2537,0,8,8,Dingin,Sedang,1_2
376,1,0,1,3,1,1,0,2,0.18,0.1818,0.43,0.194,0,2,2,Dingin,Rendah,1_2
377,1,0,1,4,1,1,0,2,0.18,0.197,0.43,0.1343,1,2,3,Dingin,Rendah,1_2
378,1,0,1,5,1,1,0,2,0.18,0.197,0.43,0.1642,0,1,1,Dingin,Rendah,1_2
379,1,0,1,6,1,1,0,2,0.18,0.1818,0.43,0.194,0,5,5,Dingin,Rendah,1_2
380,1,0,1,7,1,1,0,2,0.16,0.1818,0.5,0.1343,4,9,13,Dingin,Rendah,1_2
381,1,0,1,8,1,1,0,2,0.16,0.1515,0.47,0.2239,3,30,33,Dingin,Sedang,1_2
382,1,0,1,9,1,1,0,2,0.16,0.1515,0.47,0.2239,8,39,47,Dingin,Sedang,1_2
383,1,0,1,10,1,1,0,2,0.16,0.1515,0.5,0.2537,7,50,57,Dingin,Sedang,1_2
384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,64,Dingin,Rendah,1_2
385,1,0,1,12,1,1,0,2,0.18,0.197,0.47,0.1343,10,70,80,Dingin,Rendah,1_2
386,1,0,1,13,1,1,0,2,0.18,0.197,0.47,0.1343,13,80,93,Dingin,Rendah,1_2
387,1,0,1,14,1,1,0,2,0.18,0.2121,0.43,0.1045,12,74,86,Dingin,Rendah,1_2
388,1,0,1,15,1,1,0,2,0.2,0.2121,0.47,0.1642,21,72,93,Dingin,Rendah,1_2
389,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,6,76,82,Dingin,Rendah,1_2
390,1,0,1,17,1,1,0,1,0.2,0.197,0.51,0.194,4,67,71,Dingin,Rendah,1_1
391,1,0,1,18,1,1,0,2,0.18,0.1667,0.55,0.2537,7,85,92,Dingin,Sedang,1_2
392,1,0,1,19,1,1,0,3,0.18,0.1818,0.59,0.194,2,58,60,Dingin,Rendah,1_3
393,1,0,1,20,1,1,0,3,0.16,0.1515,0.8,0.194,4,29,33,Dingin,Rendah,1_3
394,1,0,1,21,1,1,0,3,0.16,0.1515,0.8,0.194,3,24,27,Dingin,Rendah,1_3
395,1,0,1,22,1,1,0,3,0.14,0.1212,0.93,0.2537,0,13,13,Dingin,Sedang,1_3
396,1,0,1,23,1,1,0,3,0.16,0.1364,0.86,0.2836,1,3,4,Dingin,Sedang,1_3
397,1,0,1,12,0,2,1,2,0.2,0.1818,0.86,0.3284,0,3,3,Dingin,Sedang,1_2
398,1,0,1,13,0,2,1,2,0.2,0.197,0.86,0.2239,0,22,22,Dingin,Sedang,1_2
399,1,0,1,14,0,2,1,2,0.22,0.2273,0.8,0.1642,2,26,28,Dingin,Rendah,1_2
400,1,0,1,15,0,2,1,2,0.22,0.2273,0.87,0.1642,3,32,35,Dingin,Rendah,1_2
401,1,0,1,16,0,2,1,2,0.22,0.2273,0.87,0.194,0,61,61,Dingin,Rendah,1_2
402,1,0,1,17,0,2,1,2,0.22,0.2273,0.82,0.194,1,124,125,Dingin,Rendah,1_2
403,1,0,1,18,0,2,1,2,0.22,0.2273,0.8,0.1642,1,132,133,Dingin,Rendah,1_2
404,1,0,1,19,0,2,1,2,0.22,0.2273,0.8,0.1343,1,98,99,Dingin,Rendah,1_2
405,1,0,1,20,0,2,1,2,0.22,0.2727,0.87,0.0,0,83,83,Dingin,Rendah,1_2
406,1,0,1,21,0,2,1,2,0.22,0.2424,0.93,0.1045,0,41,41,Dingin,Rendah,1_2
407,1,0,1,22,0,2,1,2,0.22,0.2576,0.93,0.0896,0,33,33,Dingin,Rendah,1_2
408,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0.0,1,19,20,Dingin,Rendah,1_2
409,1,0,1,0,0,3,1,2,0.22,0.2727,0.93,0.0,0,3,3,Dingin,Rendah,1_2
410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,7,Dingin,Rendah,1_3
411,1,0,1,2,0,3,1,3,0.22,0.2273,0.93,0.1343,0,3,3,Dingin,Rendah,1_3
412,1,0,1,4,0,3,1,3,0.22,0.2273,0.93,0.1343,1,1,2,Dingin,Rendah,1_3
413,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7,Dingin,Rendah,1_2
414,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,0,32,32,Dingin,Rendah,1_2
415,1,0,1,7,0,3,1,2,0.24,0.2576,0.92,0.1045,1,89,90,Dingin,Rendah,1_2
416,1,0,1,8,0,3,1,2,0.24,0.2576,0.93,0.1045,1,196,197,Dingin,Rendah,1_2
417,1,0,1,9,0,3,1,2,0.24,0.2576,0.93,0.1045,2,107,109,Dingin,Rendah,1_2
418,1,0,1,10,0,3,1,2,0.26,0.2727,0.93,0.1343,1,46,47,Dingin,Rendah,1_2
419,1,0,1,11,0,3,1,2,0.28,0.303,0.87,0.0896,5,47,52,Dingin,Rendah,1_2
420,1,0,1,12,0,3,1,2,0.3,0.3182,0.81,0.0896,5,65,70,Dingin,Rendah,1_2
421,1,0,1,13,0,3,1,1,0.4,0.4091,0.62,0.2836,11,67,78,Hangat,Sedang,1_1
422,1,0,1,14,0,3,1,1,0.4,0.4091,0.58,0.2537,7,68,75,Hangat,Sedang,1_1
423,1,0,1,15,0,3,1,1,0.4,0.4091,0.54,0.2836,4,78,82,Hangat,Sedang,1_1
424,1,0,1,16,0,3,1,1,0.38,0.3939,0.58,0.3881,10,94,104,Hangat,Sedang,1_1
425,1,0,1,17,0,3,1,1,0.36,0.3333,0.57,0.3284,7,190,197,Hangat,Sedang,1_1
426,1,0,1,18,0,3,1,1,0.34,0.3182,0.61,0.2836,5,156,161,Hangat,Sedang,1_1
427,1,0,1,19,0,3,1,1,0.32,0.2879,0.57,0.4179,4,108,112,Hangat,Sedang,1_1
428,1,0,1,20,0,3,1,1,0.32,0.303,0.49,0.2985,2,74,76,Hangat,Sedang,1_1
429,1,0,1,21,0,3,1,1,0.32,0.2879,0.49,0.4179,4,55,59,Hangat,Sedang,1_1
430,1,0,1,22,0,3,1,1,0.3,0.303,0.52,0.1642,6,53,59,Dingin,Rendah,1_1
431,1,0,1,23,0,3,1,1,0.3,0.2727,0.52,0.4627,1,27,28,Dingin,Sedang,1_1
432,1,0,1,0,0,4,1,1,0.26,0.2273,0.56,0.3881,5,8,13,Dingin,Sedang,1_1
433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0.0,2,3,5,Dingin,Rendah,1_1
434,1,0,1,2,0,4,1,1,0.26,0.2727,0.56,0.0,0,2,2,Dingin,Rendah,1_1
435,1,0,1,3,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,Dingin,Rendah,1_1
436,1,0,1,4,0,4,1,1,0.26,0.2576,0.56,0.1642,0,1,1,Dingin,Rendah,1_1
437,1,0,1,5,0,4,1,1,0.24,0.2273,0.6,0.2239,0,6,6,Dingin,Sedang,1_1
438,1,0,1,6,0,4,1,1,0.22,0.2121,0.6,0.2239,0,35,35,Dingin,Sedang,1_1
439,1,0,1,7,0,4,1,1,0.22,0.2121,0.55,0.2239,1,100,101,Dingin,Sedang,1_1
440,1,0,1,8,0,4,1,1,0.22,0.2121,0.55,0.2836,2,247,249,Dingin,Sedang,1_1
441,1,0,1,9,0,4,1,2,0.24,0.2273,0.52,0.2239,3,140,143,Dingin,Sedang,1_2
442,1,0,1,10,0,4,1,1,0.26,0.2273,0.48,0.2985,1,56,57,Dingin,Sedang,1_1
443,1,0,1,11,0,4,1,2,0.28,0.2727,0.45,0.1642,5,63,68,Dingin,Rendah,1_2
444,1,0,1,12,0,4,1,2,0.3,0.3333,0.42,0.0,7,77,84,Dingin,Rendah,1_2
445,1,0,1,13,0,4,1,2,0.28,0.2879,0.45,0.1045,12,86,98,Dingin,Rendah,1_2
446,1,0,1,14,0,4,1,2,0.3,0.303,0.45,0.1343,6,75,81,Dingin,Rendah,1_2
447,1,0,1,15,0,4,1,2,0.32,0.3182,0.45,0.194,8,62,70,Hangat,Rendah,1_2
448,1,0,1,16,0,4,1,2,0.3,0.303,0.49,0.1343,8,83,91,Dingin,Rendah,1_2
449,1,0,1,17,0,4,1,2,0.3,0.3182,0.49,0.1045,8,207,215,Dingin,Rendah,1_2
450,1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,1,184,185,Dingin,Rendah,1_2
451,1,0,1,19,0,4,1,1,0.26,0.2273,0.56,0.3284,6,146,152,Dingin,Sedang,1_1
452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,126,Dingin,Sedang,1_2
453,1,0,1,21,0,4,1,2,0.24,0.2273,0.6,0.2537,3,54,57,Dingin,Sedang,1_2
454,1,0,1,22,0,4,1,2,0.24,0.2121,0.65,0.2836,0,56,56,Dingin,Sedang,1_2
455,1,0,1,23,0,4,1,2,0.24,0.2121,0.65,0.3284,3,28,31,Dingin,Sedang,1_2
456,1,0,1,0,0,5,1,2,0.24,0.2273,0.7,0.2537,1,20,21,Dingin,Sedang,1_2
457,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6,Dingin,Sedang,1_2
458,1,0,1,2,0,5,1,3,0.24,0.2424,0.75,0.1642,0,2,2,Dingin,Rendah,1_3
459,1,0,1,3,0,5,1,3,0.22,0.2121,0.8,0.2985,0,1,1,Dingin,Sedang,1_3
460,1,0,1,4,0,5,1,2,0.22,0.2576,0.87,0.0896,0,1,1,Dingin,Rendah,1_2
461,1,0,1,5,0,5,1,1,0.24,0.197,0.6,0.4179,1,4,5,Dingin,Sedang,1_1
462,1,0,1,6,0,5,1,1,0.22,0.2121,0.55,0.2537,0,27,27,Dingin,Sedang,1_1
463,1,0,1,7,0,5,1,1,0.2,0.1818,0.51,0.2836,2,66,68,Dingin,Sedang,1_1
464,1,0,1,8,0,5,1,1,0.2,0.1818,0.47,0.3284,7,210,217,Dingin,Sedang,1_1
465,1,0,1,9,0,5,1,1,0.2,0.1818,0.51,0.3582,7,159,166,Dingin,Sedang,1_1
466,1,0,1,10,0,5,1,1,0.2,0.1667,0.47,0.4627,6,57,63,Dingin,Sedang,1_1
467,1,0,1,11,0,5,1,1,0.22,0.1818,0.41,0.4627,6,53,59,Dingin,Sedang,1_1
468,1,0,1,12,0,5,1,1,0.22,0.1818,0.27,0.5821,11,67,78,Dingin,Tinggi,1_1
469,1,0,1,13,0,5,1,1,0.2,0.1515,0.21,0.5821,8,65,73,Dingin,Tinggi,1_1
470,1,0,1,14,0,5,1,1,0.2,0.1515,0.25,0.5224,6,56,62,Dingin,Tinggi,1_1
471,1,0,1,15,0,5,1,1,0.16,0.1212,0.26,0.4478,4,61,65,Dingin,Sedang,1_1
472,1,0,1,16,0,5,1,1,0.16,0.1364,0.26,0.3582,0,97,97,Dingin,Sedang,1_1
473,1,0,1,17,0,5,1,1,0.14,0.1212,0.28,0.3582,10,151,161,Dingin,Sedang,1_1
474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,120,Dingin,Sedang,1_1
475,1,0,1,19,0,5,1,1,0.12,0.1061,0.3,0.3284,3,93,96,Dingin,Sedang,1_1
476,1,0,1,20,0,5,1,1,0.1,0.0758,0.33,0.4179,1,52,53,Dingin,Sedang,1_1
477,1,0,1,21,0,5,1,1,0.08,0.0758,0.38,0.2836,0,41,41,Dingin,Sedang,1_1
478,1,0,1,22,0,5,1,1,0.06,0.0303,0.41,0.3881,1,33,34,Dingin,Sedang,1_1
479,1,0,1,23,0,5,1,1,0.06,0.0455,0.38,0.3284,0,27,27,Dingin,Sedang,1_1
480,1,0,1,0,0,6,0,1,0.04,0.0303,0.45,0.2537,0,13,13,Dingin,Sedang,1_1
481,1,0,1,1,0,6,0,2,0.04,0.0,0.41,0.3881,3,9,12,Dingin,Sedang,1_2
482,1,0,1,2,0,6,0,2,0.04,0.0303,0.41,0.2537,0,11,11,Dingin,Sedang,1_2
483,1,0,1,3,0,6,0,2,0.04,0.0303,0.41,0.2836,1,6,7,Dingin,Sedang,1_2
484,1,0,1,4,0,6,0,2,0.02,0.0152,0.48,0.2985,0,3,3,Dingin,Sedang,1_2
485,1,0,1,6,0,6,0,2,0.02,0.0303,0.44,0.2239,0,2,2,Dingin,Sedang,1_2
486,1,0,1,7,0,6,0,1,0.02,0.0152,0.44,0.2836,0,8,8,Dingin,Sedang,1_1
487,1,0,1,8,0,6,0,1,0.02,0.0,0.44,0.3284,1,26,27,Dingin,Sedang,1_1
488,1,0,1,9,0,6,0,1,0.04,0.0303,0.41,0.2537,3,37,40,Dingin,Sedang,1_1
489,1,0,1,10,0,6,0,2,0.04,0.0606,0.41,0.1642,3,50,53,Dingin,Rendah,1_2
490,1,0,1,11,0,6,0,2,0.06,0.0758,0.38,0.1343,4,59,63,Dingin,Rendah,1_2
491,1,0,1,12,0,6,0,2,0.06,0.1061,0.38,0.1045,10,60,70,Dingin,Rendah,1_2
492,1,0,1,13,0,6,0,1,0.08,0.1667,0.35,0.0,12,72,84,Dingin,Rendah,1_1
493,1,0,1,14,0,6,0,1,0.1,0.1364,0.33,0.1045,11,64,75,Dingin,Rendah,1_1
494,1,0,1,15,0,6,0,1,0.12,0.1515,0.28,0.0,10,93,103,Dingin,Rendah,1_1
495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,83,Dingin,Rendah,1_1
496,1,0,1,17,0,6,0,1,0.12,0.197,0.28,0.0,8,59,67,Dingin,Rendah,1_1
497,1,0,1,18,0,6,0,1,0.08,0.0909,0.35,0.194,0,54,54,Dingin,Rendah,1_1
498,1,0,1,19,0,6,0,1,0.08,0.1061,0.35,0.1343,6,53,59,Dingin,Rendah,1_1
